SAMPLE	5UPKIR	HLA-E	HLA-G	KIR2DL1	KIR2DL2	KIR2DL3	KIR2DL4	KIR2DL5AB	KIR2DP1	KIR2DS1	KIR2DS2	KIR2DS3	KIR2DS4	KIR2DS5	KIR3DL1	KIR3DL2	KIR3DL3	KIR3DP1	KIR3DS1	LILRB1	LILRB2	LILRB3	LILRB4	LILRB5
1031824301	32.3223	36.4367	31.8767	30.4659	16.0468	15.3434	40.7589	50.1639	33.8629	33.6146	16.6161	12.1684	0	38.9143	0	30.2871	34.6057	32.1778	39.9808	29.8709	31.9913	9.03714	34.2654	33.1606
1032827101	34.5558	31.1901	26.131	31.1604	14.1145	17.2026	41.9414	35.1693	37.5969	15.0404	19.2757	11.8136	19.3774	16.8971	16.2175	34.3262	35.355	29.3971	20.5683	39.1546	31.7994	14.0663	30.3874	32.5419
1034803101	64.0076	48.0611	48.9592	43.493	23.6207	26.6536	43.4584	53.716	52.7594	20.2983	29.643	16.6686	27.4871	26.6368	28.815	48.4276	51.4953	55.8796	25.0431	47.1737	44.1188	5.99716	53.2119	50.1909
1035816701	41.1701	30.9057	27.2786	18.8854	12.7101	17.5121	33.4622	15.6562	16.8946	11.2298	22.551	0	14.0071	14.8125	16.7902	30.0403	33.558	37.8331	16.6406	30.0282	25.7649	16.1865	31.5542	27.4636
1036806701	38.0888	35.2152	36.3065	35.6763	12.9178	16.8761	33.9075	20.2453	35.6735	0.980866	0	0	34.8896	16.309	33.4277	34.3932	39.5379	32.7717	0	36.0926	33.8531	37.5808	35.6129	32.6776
1037800501	32.8096	32.0048	33.6356	33.1023	0	37.2243	35.254	17.6059	36.6262	15.8513	0	0	18.5283	13.9638	14.8184	30.8183	36.9643	37.1816	16.3753	35.5506	34.7373	21.6818	29.2684	30.5431
1038800301	32.9975	31.7678	38.9829	35.6122	14.0625	16.6354	35.3749	18.655	33.2001	0	16.2097	15.0799	35.9237	0	37.9458	33.5708	37.5577	35.4055	0	37.3013	31.5318	14.8009	32.2466	33.6824
1039801301	49.7919	54.701	49.2862	55.6026	0	51.8804	50.5722	0	50.6537	0	0	0	52.33	0	53.8139	50.6265	51.5412	53.0861	0	54.2383	52.7122	23.0375	49.5678	49.8903
1040822501	60.632	45.0149	43.6665	51.25	21.0372	29.6029	49.9968	48.4303	51.7652	24.5374	27.6531	15.241	26.3917	22.2172	20.0714	52.1313	54.3617	49.6854	24.0204	55.909	50.028	39.3979	50.2533	50.3218
104116082	37.4975	39.7306	42.6289	23.5508	17.6822	21.0635	44.6092	0	20.7286	0	23.3773	0	44.9791	0	47.2001	47.0289	48.2839	45.4163	0	40.5644	43.1751	13.3451	34.8374	46.6123
1041302101	27.9289	30.0304	29.87	16.7534	14.2622	19.5654	32.0517	0	17.4204	0	18.468	0	32.5874	0	36.5185	28.5043	31.9969	34.6716	0	29.0932	23.3	17.7334	36.1479	27.5144
1042404301	33.8401	37.9301	31.5484	34.3064	16.9623	16.7335	34.9808	19.8245	35.1801	0	18.3489	13.1128	36.8806	0	35.7092	39.3631	35.5541	37.8203	0	33.9759	32.2406	1.78775	38.6311	34.8365
1043306901	33.2259	36.1189	29.1887	26.3415	17.9838	17.169	39.1508	33.2844	35.1592	14.1409	16.888	10.4503	16.7304	20.034	14.7151	35.1779	33.4064	35.9349	20.1979	29.0511	27.59	3.16607	36.1144	38.9444
1044307701	33.0914	28.3475	23.5397	35.9156	0	26.3155	28.4991	0	35.5478	0	0	0	31.3783	0	30.2107	27.6396	28.9797	28.2369	0	27.3004	31.5963	8.88466	25.3073	30.2639
1045318901	35.1878	34.8116	28.7806	30.8876	11.2121	15.9757	35.3393	20.1624	34.8047	0.945384	0	0	34.4084	15.4889	34.2245	37.8265	33.601	35.3932	0	34.9361	31.1378	11.5664	31.9223	25.9858
1046324501	37.5761	32.7424	32.0984	37.2207	0	24.7713	38.516	56.8798	35.6481	35.2493	16.2205	13.548	0	36.4336	0	34.3793	36.839	32.103	37.9397	35.8102	33.3342	22.1762	38.9082	26.7278
1047326101	27.7234	43.5337	33.3698	41.133	0	46.4381	37.1756	0	36.7535	0	0	0	34.6758	0	39.0498	38.5225	35.3951	40.0542	0	32.9419	28.4753	39.0805	29.7878	31.3956
1048328901	35.0025	34.6541	32.8703	16.2234	14.8408	16.6827	36.0738	16.6975	16.5216	16.7663	15.8349	0	18.6239	18.0411	17.4354	37.6117	41.2012	39.5625	19.8268	41.3277	40.8304	4.18922	35.3318	43.8069
1050333901	38.0787	26.5842	31.6757	34.5064	0	29.7457	32.0678	16.808	36.464	17.7838	0	0	15.7506	16.0641	15.8242	32.6691	33.1198	32.234	13.7769	32.2653	31.2999	13.261	32.2227	33.5507
1051007301	42.269	42.622	45.7073	47.2296	0	44.583	48.5506	0.0844777	42.3945	0	0	0	44.1888	0	44.9455	48.5024	41.2675	47.0983	0	47.0212	44.5154	4.96324	51.6573	39.7868
1052007701	44.8959	56.7818	50.6299	18.2517	25.1836	0	48.1642	27.0661	25.6299	22.0584	21.4308	0	26.988	26.4108	26.7657	52.833	60.4695	47.7124	27.4922	50.9492	57.4529	19.0014	59.2699	52.7635
1053009701	58.6447	50.5125	48.8846	52.0397	0	55.5979	55.2815	0	57.6409	0	0	0	61.6321	0	53.9338	54.3043	59.681	61.3205	0	47.1757	42.7642	4.01028	57.5104	51.7127
105301031	34.0406	31.25	29.4642	32.9501	0	30.8964	34.8693	0.00113379	31.3848	0	0	0	34.257	0	36.2764	33.3185	36.2943	35.3173	0	28.7477	34.9707	10.7252	36.0588	31.1815
1054020501	56.1294	44.0014	47.4536	44.0978	24.5659	22.4712	51.0056	46.7739	50.3069	23.7824	22.2439	15.303	22.1703	24.0806	22.3849	52.1361	56.4555	52.6712	20.5028	54.1473	48.5825	31.4242	47.1254	44.811
1055016301	37.9721	36.3588	36.7121	39.1446	18.0586	23.1147	41.4522	38.3563	40.6213	17.608	19.07	29.3553	18.0337	0	19.0902	35.8005	42.7984	40.4058	23.6598	39.0843	39.4663	19.2314	45.3032	34.4274
1057014701	40.4365	37.2941	30.576	34.9922	0	35.8594	38.6223	0.0116959	34.7871	0	0	0	34.9935	0	38.5518	34.9709	33.5538	34.9299	0	27.911	27.4161	23.5508	31.2088	31.956
1058009901	31.6624	34.0964	33.9643	38.4427	0	35.2349	35.4799	0	39.1133	0	0	0	35.0745	0	37.694	35.261	39.1349	32.7006	0	30.3232	26.8888	15.0762	38.36	25.7919
1059310901	26.566	27.429	30.2089	16.4414	0.232166	39.2791	19.6093	30.5369	14.5095	24.8463	0	0	0	29.0486	0	35.5303	37.3171	14.5043	17.2647	32.8256	24.7875	11.2635	29.6946	25.792
1060302901	23.2614	29.9935	29.4149	16.0279	28.8618	0	23.4941	16.0968	14.5425	0	30.1938	10.8812	27.6821	0	30.5106	32.6203	33.0395	28.3665	0	27.3773	29.0608	11.0828	30.9507	32.8106
1061309301	52.0964	41.3533	38.9265	20.9339	20.3246	21.8017	45.0741	0	21.806	0	24.3775	0	45.9999	0	43.7814	43.3513	47.3331	48.1309	0	40.1287	43.0571	19.3271	53.3596	43.7111
1062301301	31.835	30.6711	26.7702	19.7524	25.9467	0	24.89	14.4034	14.3839	0.889223	15.9509	8.15786	31.8093	0	32.4767	30.3313	37.0372	29.5716	0	31.0561	28.7211	12.2962	28.6442	30.5197
106301032	28.4924	31.924	28.9671	27.6744	29.6338	0	31.9977	28.4417	33.6973	1.03122	30.8233	10.9935	30.9681	16.653	31.983	31.1306	34.6821	36.198	0	30.2924	34.5688	17.087	34.8107	27.6007
1063331501	53.934	46.0144	55.1366	51.6634	0	55.3641	61.8473	25.4559	59.1743	22.0795	0	0	29.5731	29.2369	34.7343	57.011	56.5082	54.99	28.4752	54.7813	48.9126	20.4098	59.5819	55.4249
1064331901	48.2995	54.2361	52.3768	47.5526	21.4582	27.265	53.3632	49.9989	46.1817	21.9732	22.506	17.8981	27.1636	26.4628	21.8477	48.1627	50.2424	51.5686	23.0149	49.057	42.3708	20.4512	50.0147	54.0117
1065307801	32.1117	35.8399	27.4182	0.59148	27.3575	0	27.1991	0	0	0	34.9505	0	29.0716	0	26.8768	29.5945	27.5441	28.6787	0	28.5081	30.6886	11.9552	32.8798	26.4474
1066300601	33.632	28.3694	27.2114	28.866	13.1542	16.3756	27.4017	16.1422	31.9265	0	14.0273	10.6578	25.377	0	32.1452	30.7056	29.9843	33.0976	0	34.0588	22.8031	11.0416	33.2514	31.7698
1067305201	43.4721	29.3406	39.6536	16.7379	36.4395	0	36.1345	39.8319	21.0399	17.5145	46.2908	27.4368	20.5461	0	16.9045	39.4323	33.7999	40.529	19.8152	39.7511	33.1154	1.81965	43.1345	31.8837
1068305301	30.3858	28.8164	29.2003	1.19173	26.118	0	14.854	13.4935	0	13.8703	25.8429	0	15.2989	12.8093	15.3746	29.2077	25.7028	14.0298	0	26.4909	29.7182	8.42845	23.5456	22.3913
1069305601	34.2868	31.7376	36.666	36.9376	0	36.2685	37.5325	0	30.679	0	0	0	34.9727	0	35.2809	32.9472	35.818	30.5014	0	36.2365	27.0644	1.9	43.2653	31.4104
1070309701	36.6904	29.9898	27.2471	38.3517	0	34.9784	31.6433	0	34.8783	0	0	0	33.0878	0	36.2395	32.6763	30.222	26.1744	0	31.3069	22.3521	9.79579	27.4485	22.0023
1071310701	42.3122	29.886	31.5173	31.9805	17.0879	15.5472	30.693	31.6961	35.1326	20.0378	21.5117	24.642	17.1716	0	16.4545	39.7702	37.2265	34.2528	15.7916	35.5839	31.8106	21.4739	36.9205	27.2838
1072310801	28.4645	30.105	28.7513	11.9819	10.2391	19.731	25.2704	17.8828	18.2285	16.4031	13.7983	0	16.9882	19.1055	13.1669	35.025	38.8379	30.8217	18.1599	34.2821	29.2483	21.0927	33.6126	27.8888
107301101	47.6751	33.7656	34.2595	28.3706	0	34.2612	30.8893	14.7101	33.0138	13.9564	0	0	17.2611	15.8214	14.8047	33.6698	37.5817	38.6715	14.5286	40.0995	33.8789	13.403	37.3777	32.257
1073306701	28.7284	32.4267	32.9605	34.9579	16.7467	19.2369	38.2492	17.7692	36.0329	0	18.0011	12.1096	33.9315	0	36.9408	38.3152	37.1796	27.5567	0	32.0125	36.9067	16.012	38.6226	33.298
1074415201	38.8579	35.6505	38.6526	39.6208	0.129702	45.611	39.268	0	43.5083	0	0	0	38.792	0	38.8244	39.0447	43.7531	37.1612	0	44.4706	37.2235	24.6456	38.2146	32.1927
1075415202	42.8909	42.998	43.6838	40.365	0.064626	38.9313	45.5794	0	44.7735	0	0	0	39.5091	0	43.3991	47.7403	41.8512	49.2519	0	38.4213	47.8904	30.2824	42.5555	44.2265
1076406101	63.2995	50.9069	47.0811	49.2773	22.2087	26.0539	53.064	26.4597	48.7098	0	25.9305	17.3764	54.5441	0	56.5973	48.3798	50.032	56.2287	0	46.6421	49.6513	27.5966	45.5178	36.6021
1077418301	39.2335	37.153	34.5637	26.9626	13.583	14.5812	36.2547	17.2421	36.2039	1.41987	0	0	34.2246	17.232	37.493	36.0463	39.7456	33.8138	0	33.2966	30.7161	18.6871	33.8727	26.6742
1078415001	33.9721	32.8636	32.3002	39.7149	0	37.6197	38.4386	0	33.879	0	0	0	34.3629	0	37.6413	38.8027	36.2774	37.457	0	36.703	38.5466	18.8163	35.9936	33.3771
1079410601	47.9239	37.252	36.6737	43.0458	18.7054	21.7743	47.7863	40.2943	49.6949	19.6236	22.4286	16.7526	21.1703	20.8786	20.1823	45.4777	45.5228	39.1685	19.0377	38.5921	40.1062	17.4068	43.3829	41.9066
1080414201	30.8249	32.3572	32.2754	33.3263	14.3286	16.5683	31.7588	27.9438	36.2826	19.2306	13.1917	11.8028	18.4543	18.9474	16.1304	35.3187	29.7378	35.7735	14.7963	33.1455	29.8342	1.31607	34.1413	37.4358
1081411201	31.401	33.6182	34.2454	29.194	13.0359	16.747	30.9648	15.5266	35.3342	0.613293	0	0	31.8178	12.7787	33.7248	34.9443	31.6757	31.1109	0	29.6763	28.6035	5.90284	31.431	38.6033
1082416301	34.5482	29.6863	29.0534	19.3397	13.667	19.7929	42.4083	17.6412	18.116	17.4237	23.1611	0	14.8537	18.2967	16.6268	37.1426	33.6943	33.9841	18.0012	34.2525	36.6081	14.5339	34.6818	32.1698
108303082	41.8452	33.1745	37.0741	18.3512	13.6434	17.6743	28.4808	0.0349563	17.036	0	19.7993	0	34.2326	0	37.657	38.1854	31.6894	35.0529	0	42.2237	31.7072	11.2498	37.328	39.1097
1083645101	42.6878	35.1742	34.3867	31.953	0.257778	38.3484	59.1114	18.1288	40.551	18.185	0	0	23.1716	18.3972	19.4037	38.3286	37.8481	69.846	40.2023	39.3915	41.7315	11.2426	26.0598	32.4225
1084649101	37.769	35.9224	33.8157	13.2556	32.1018	0	43.0619	20.5024	16.6856	2.62773	15.2071	0	40.3663	17.6303	39.6371	37.8148	38.3182	41.553	0	34.8055	37.7639	20.5261	36.9359	40.6798
1085674901	39.0025	34.7749	36.9764	38.33	0	42.1269	41.6785	0.0578443	41.9209	0	0	0	41.7188	0	45.7705	40.0061	36.8148	43.1672	0	32.1388	39.0056	3.28928	39.6533	34.8579
1086675791	33.9594	38.662	34.6049	36.6649	12.4263	18.1891	36.3373	17.7087	36.4415	0	18.7267	13.9535	36.7036	0	36.5856	31.4802	36.0313	41.3483	0	33.2331	35.0976	26.5631	36.9619	31.2087
1087643301	35.0305	37.6343	35.0471	18.3639	30.871	0	40.0096	16.3284	20.2058	0	36.6807	14.7615	39.9166	0	41.0663	39.6191	35.3063	43.396	0	34.4797	38.1577	13.7859	38.4885	36.3872
1088603301	51.7716	45.519	44.7331	50.9385	0	41.0545	46.3033	0	51.5005	0	0	0	48.581	0	47.8781	49.2054	48.4647	50.1778	0	38.6413	45.9187	13.2643	59.1345	44.9225
1089637701	49.7437	48.2783	49.664	24.0149	18.3761	27.9812	47.4258	25.9464	24.0716	21.6704	19.7556	0	24.2575	24.0883	24.1909	50.0682	49.0485	49.1945	26.8543	45.8785	54.4007	6.47057	57.2392	53.2227
1090670301	30.4442	32.9378	33.5106	33.2585	15.6006	14.0101	33.2473	39.6511	32.9268	15.9625	17.5518	26.2585	17.2366	0	18.1336	40.2137	41.1901	37.5627	17.6378	35.9812	33.6735	17.996	36.268	29.3556
1091616501	27.8579	31.3851	26.6263	31.372	0	27.872	29.9793	0	34.7649	0	0	0	30.0019	0	33.2294	33.4029	35.2189	32.8469	0	30.0575	27.7119	14.866	34.6194	27.2428
1092662101	54.5482	43.763	42.2568	19.7271	19.7334	21.6479	22.7174	23.0914	21.5865	21.0255	19.0359	0	22.0498	23.166	23.7024	48.5923	51.7238	24.6232	0	41.8118	41.5603	15.962	41.6787	45.6949
109303083	40.5	47.0013	43.9569	26.2258	22.9733	19.1502	47.5504	0	23.2397	0	22.0046	0	48.3462	0	47.4084	51.3023	45.0233	48.5435	0	49.5742	45.3417	21.7239	44.2117	47.1694
1093410201	40.2995	49.0811	42.5446	54.5251	0.0322222	56.2847	52.3532	0.400146	45.4402	0	0	0	51.8375	0	48.4539	46.557	53.0708	50.1575	0	50.7868	47.8557	0.976785	46.6477	44.2056
1094410202	27.665	31.0559	30.9278	18.2688	14.5389	20.8767	33.2209	0	18.9128	0	14.5261	0	33.0072	0	32.1564	32.8341	30.8464	31.4081	0	33.1539	32.3558	5.31361	31.566	37.7657
1095415601	31.5964	37.646	35.4848	37.7696	0	33.7335	30.57	0	32.7326	0	0	0	30.6874	0	34.7038	28.9928	39.1394	32.8153	0	37.055	26.6987	11.1736	39.2254	30.292
1096407801	41.8426	45.5721	41.4402	44.3977	0	46.0599	38.3746	0	42.045	0	0	0	38.8698	0	45.2687	46.7318	40.5223	38.5973	0	47.9636	35.5991	14.5316	35.6525	40.7048
1097223901	25.802	34.7065	26.9527	0.185464	32.4027	0	38.1348	0	0	0	40.228	0	33.46	0	38.117	38.0739	34.0615	32.8054	0	35.6422	35.8483	27.1312	35.351	31.5553
1098222101	59.3274	53.8745	51.9821	53.8649	0	54.2532	58.0719	0	53.1868	0	0	0	43.6748	0	54.6439	53.7876	57.8127	51.6379	0	47.5569	44.9701	38.2433	51.0201	50.494
1099223302	24.9467	34.4171	27.6866	14.576	12.2903	16.8921	33.7246	18.5185	15.8935	15.2555	17.3764	0	14.7503	19.1795	16.1781	32.6434	37.1015	36.0175	19.7823	36.2626	26.8872	13.8179	38.1326	32.4677
1101303201	41.1574	31.7617	27.3527	32.8445	0	34.3016	35.9216	0	33.2734	0	0	0	31.1423	0	34.8253	31.9916	35.5875	36.0942	0	26.6953	25.951	22.8834	36.3248	31.8342
1102304001	30.3934	24.1944	29.5793	27.8163	29.3549	0	34.2385	28.6324	29.7903	0	30.7641	22.0737	24.691	0	29.73	29.5536	29.3016	33.144	0	27.439	33.1385	6.04354	31.7801	27.0824
110306031	42.9492	36.9069	38.8859	38.8079	0	38.8788	40.9801	20.1645	43.9753	22.214	0	0	20.2082	22.7678	21.6308	44.8099	41.8935	37.4878	19.4072	35.7647	32.434	22.4199	38.1397	37.2854
1103307601	37.1472	38.7894	29.2494	36.1187	14.3508	18.8718	37.7343	19.0622	35.437	0	16.3985	14.9708	40.0477	0	37.952	44.4383	39.4082	46.3829	0	39.8192	39.2977	18.1282	41.1733	37.4453
1104308401	47.7284	53.8193	50.7551	30.8844	22.6578	29.6782	54.5721	0	26.6533	0	24.8774	0	28.728	0	39.5471	28.4116	55.1375	53.3361	0	54.3364	55.8414	20.4604	57.6085	42.5133
1105309301	36.1193	36.0836	34.7386	36.9734	0	37.3719	33.9875	0	39.5131	0	0	0	36.4789	0	39.8738	37.0731	40.5268	41.9449	0	30.2411	35.2766	4.78498	38.9135	35.6709
1106309302	39.2411	28.778	33.1742	34.6658	12.7526	18.1276	35.6112	33.6533	34.4343	17.2516	0	0	17.6934	35.5169	18.3751	34.1008	38.2511	40.3108	22.0504	35.8756	31.5688	11.3716	35.102	29.7636
1107311001	35.2843	35.4035	40.0574	16.0422	18.6184	17.0645	57.4831	15.3068	19.4527	15.0869	19.6852	0	16.8148	18.1296	16.4091	39.2972	37.0052	59.5111	42.4593	35.5248	34.3109	10.4858	33.0903	41.8674
1108317201	32.5279	38.1364	30.7565	39.2558	0	35.2215	39.8021	0.124844	36.7494	0	0	0	36.4503	0	34.9451	30.5581	34.5288	36.809	0	45.3178	30.3211	5.73129	35.7167	36.826
1109317202	40.0685	35.527	30.6008	43.3208	0.480727	33.0594	42.092	0	37.655	0	0	0	39.878	0	36.5212	38.6432	40.5383	34.0196	0	34.9488	39.0947	22.3573	37.1733	41.9459
1110318701	65.9873	60.1227	57.9821	57.0619	25.7219	37.2083	67.8459	61.5061	65.8289	36.1985	31.0301	21.0882	27.6847	33.5294	31.3385	64.9109	58.3921	69.5999	35.1782	64.9007	57.3201	33.0964	63.831	55.0904
1111319301	35.0355	29.2037	29.6051	15.2601	14.0013	20.6153	18.8367	35.1674	18.2842	34.1239	19.868	11.6725	0	14.7689	0	34.9786	36.2411	19.4097	17.6508	39.4124	30.1896	14.1101	38.9752	34.8388
1112517801	38.1751	31.5741	31.9841	28.7897	14.927	17.2735	36.809	14.6756	35.3139	0	15.0417	0	34.4163	16.6096	34.6097	34.8689	31.5887	30.8313	0	36.761	31.8035	11.9485	40.4239	34.194
111306051	30.231	36.7863	37.076	19.3321	33.0935	0	37.3355	18.6062	17.5482	0	36.5919	11.5319	35.3894	0	39.6418	40.5329	37.1735	38.5221	0	37.6628	39.8615	14.4779	40.7868	31.2382
1113557401	46.0102	40.0442	41.8209	41.3511	0	43.0256	52.7351	25.3655	41.9636	21.0619	0	0	19.9072	21.2586	23.6542	46.8082	45.9964	48.7745	22.3496	45.1263	41.179	28.0169	42.4171	40.2271
